Name,Date,Review_Title,Review_Text,Location,Rating
Verity,"December 01, 2022",Parcel delay,"I spoke too Johngerald, he was a great help with my query",GB,Rated 5 out of 5 stars
Thit Sar Nyan Lynn,"November 30, 2022",Angieleen has been very helpful and…,Angieleen has been very helpful and friendly. She gave me info for how to cancel my order.,AU,Rated 5 out of 5 stars
Janice White,"December 01, 2022",Excellent Customer Service Resolution,I finally through to an advisor and she was brilliant.  Agreed there was a problem and gave two options to resolve the matter. The lost of the star is because it took 24 hours to get through.,GB,Rated 4 out of 5 stars
Minnie Kil,"November 30, 2022",Samuel provided great customer service,"Samuel was attentive, kind, and patient. He was able to quickly assess the situation and answer all my questions. Great customer service!",US,Rated 5 out of 5 stars
Tommy,"December 01, 2022",BabyJeane was an amazing rep,"BabyJeane was an amazing rep, & was kind & empathetic. She assured me she would do everything possible to resolve my conflict. Plus I loved her name!!",US,Rated 5 out of 5 stars
Atinuke Adetula,"December 01, 2022",Connected to someone to chat with me…,Connected to someone to chat with me quickly and assistant was helpful,GB,Rated 5 out of 5 stars
Abbie Brookes,"December 01, 2022",Helpful timely response,Gracey was really helpful and understanding. She provided quick resolution and next steps with timeframes. Thanks!,GB,Rated 5 out of 5 stars
margarita georgiou,"December 01, 2022",Really helpful,,GB,Rated 5 out of 5 stars
Cory,"November 30, 2022",JohnPaul was able to take great care of…,JohnPaul was able to take great care of me when my order did not arrive. Very thorough.,US,Rated 5 out of 5 stars
Yasmine Oussou,"November 30, 2022",The agent explained to me well and I am…,The agent explained to me well and I am satisfied,CA,Rated 5 out of 5 stars
Mariana Gheorghianu,"November 29, 2022",Good service,,MD,Rated 5 out of 5 stars
Nini Cordoba,"November 30, 2022",Great customer service,"The customer service was great and very helpful,",US,Rated 5 out of 5 stars
JD,"November 30, 2022",Antonette helped to get my refund…,Antonette helped to get my refund processed after a package had been lost,GB,Rated 5 out of 5 stars
Floortje van Ham,"November 29, 2022",Personal touxh,I really liked how the customer service employee asked how I was feeling today. It gave me a nice touch,NL,Rated 5 out of 5 stars
Dhruti Desai,"November 30, 2022",Ezequial was very helpful,,US,Rated 5 out of 5 stars
RG,"November 30, 2022",Extremely helpful customer care!,extremely helpful customer care!,US,Rated 5 out of 5 stars
RHT UDDN,"November 30, 2022",It was the person I spoke with the…,It was the person I spoke with the person is called Antonette she was a great person .give her a raise she is what age you asos the 5 star as she was the best person to speak to and she was just great.,GB,Rated 5 out of 5 stars
Monica-ellie Wilkshire,"November 30, 2022",Spoken with Jefferson,Spoken with Jefferson! Lovely customer service as always! They are always super helpful!! Just a shame they use Evri as the delivery service but that’s not the customer cares teams fault. Always a pleasant experience Thanks jefferson,GB,Rated 5 out of 5 stars
Mel Prentice,"November 30, 2022",Prompt and helpful,"Prompt and helpful, great job :)",GB,Rated 4 out of 5 stars
Joe,"November 30, 2022",Very helpful,,GB,Rated 5 out of 5 stars
Rebecca Wilkinson,"November 30, 2022",Really helpful and friendly,,GB,Rated 5 out of 5 stars
AQ.,"November 29, 2022",it was great,it was great. thanks for the support,NO,Rated 5 out of 5 stars
Adja,"November 30, 2022",❤️❤️🥰🥰 well,,FR,Rated 5 out of 5 stars
Madelon Wattez,"November 29, 2022",Service was so fast en friendly and got…,Service was so fast en friendly and got everything I needed.,NL,Rated 5 out of 5 stars
MF,"November 30, 2022",Helpful and efficient,Sheena was really efficient and helpful. She gave me clear timelines and was empathetic to my situation. Thanks so much Sheena!,GB,Rated 5 out of 5 stars
Aimee,"November 30, 2022",Vanshika was very helpful with my lost…,Vanshika was very helpful with my lost parcel.,GB,Rated 5 out of 5 stars
Mary,"November 30, 2022",Great customer service,,PT,Rated 5 out of 5 stars
Julie Kennedy,"November 30, 2022",Very helpful lady 👏,This lady was brilliant 👏 she helped me alot and sorted everything out for me.,GB,Rated 5 out of 5 stars
Emma Preece,"November 30, 2022",Great live chat experience!,I used the live chat and was seen to by Jessica - she was extremely helpful and very lovely! Thank you so much for answering my query :),GB,Rated 5 out of 5 stars
Silvia,"November 30, 2022",Chatted to Ragini on the ASOS chat and…,Chatted to Ragini on the ASOS chat and the agent was quick and efficient and solved my problem within minutes. Thank you so much!,GB,Rated 5 out of 5 stars
CATHRYN CARDOZA,"November 30, 2022",Got there in the end - but ASOS people let your costumer service people have a voice that is not controlled by you!,I wasn't happy with the process of having to wait 48 hours for an investigation into the missing parcel as this has now meant I cannot get replacement items from ASOS as they will not arrive before Friday 1st December 2022. Also the picture that was uploaded onto the Evri website which was only done after I initially complained was not of my house and I believe it was of a stairway in a block of flats over the road - which I have been and my parcel is not there so I assume it has been stolen or whatever - will this get reported to the police for theft? as I find it terrible that someone has stolen my parcel and will get away with it. The feedback from the chat is that I feel like the people are told and made to just reply with a script and that it is very obvious and frustrating to the person who is reading it because it sounds made up. The people who are working on this contact us now chat programme surely have personalities and can have genuine feelings and it is obviously a company policy they all have to reply to a certain tone and dialogue to the customer which feels very robotic and dehumanises you staff. ASOS feels like a cult and I would prefer I was chatting with someone who was allowed to be themselves and have genuine responses that are not forced on them. All of the people that I have spoken to have been polite and I hope you as a company looks after you staff and allows them be creative and have empowerment in their role. Also I have noted your 'how to write useful review' option - is this more control over what people must write and say? even as a costumer you are being controlling over language and words! Boo.,GB,Rated 5 out of 5 stars
Rebecca,"November 30, 2022",Refund,Issue with a refund quickly solved,US,Rated 5 out of 5 stars
victor zevallos,"November 30, 2022",Nadine was effective and quick in…,Nadine was effective and quick in helping me.  Give her a raise or some extra Christmas bonus please.,CA,Rated 5 out of 5 stars
A.B,"November 29, 2022",Had 3 return orders I needed help with…,Had 3 return orders I needed help with . The girl was very helpful and took the time to help with all of them,NL,Rated 5 out of 5 stars
A Smith,"November 30, 2022",missing return,"Very helpful! Christopher was friendly, knowledgeable, ,and made everything very easy to understand.",US,Rated 5 out of 5 stars
Håvard,"November 29, 2022",Quick and polite,"Quick answers, and polite service! Lacked mud parcel, but easily got the choice of either a refund or an replacement. Really good!",NO,Rated 5 out of 5 stars
Gintare Cesnaite,"November 30, 2022",Solved the problem very quickly,Solved the problem very quickly.  Thank you very much.,GB,Rated 5 out of 5 stars
Bibin Biju,"November 30, 2022",GREAT AND POLITE SERVICE,GREAT AND POLITE SERVICE. REALLY HAPPY AND SATISFIED BY THE SERVICE,GB,Rated 4 out of 5 stars
Iqra Butt,"November 30, 2022",she was quick to reply and friendly.,,GB,Rated 5 out of 5 stars
Zsanett Szabo,"November 30, 2022",They have a great team,They always respond as quickly as they can. I found their service helpful and kind. Keep going guys! :),GB,Rated 5 out of 5 stars
Krysta Graham,"November 30, 2022",Quick and efficient,"Quick and efficient, and are sorting my problem out with zero fuss. Gracey was very helpful.",GB,Rated 5 out of 5 stars
Tarun Yadav,"November 29, 2022",Adarsh was very clear and helpful in his solution,Adarsh was very clear in his solution and was very helpful to resolve my issues.,IN,Rated 5 out of 5 stars
Aisha,"November 29, 2022",Excellent and perfect,,SA,Rated 5 out of 5 stars
Angela Moore Allan,"November 29, 2022",Can’t give ASOS enough praise for their…,"Can’t give ASOS enough praise for their speedy replacement of a damaged gift, they also honoured the sale price and let me keep the damaged one! Other sellers please note this! It took a while for me to get an actual person, which was frustrating, but when I did the matter was sorted immediately, that was yesterday afternoon and just now I’ve received the FOC replacement, thank you ✅✅✅✅✅",GB,Rated 5 out of 5 stars
Z3R0,"November 30, 2022",Only a short wait to get support and…,Only a short wait to get support and the agent was helpful.,GB,Rated 5 out of 5 stars
Manon Driessens,"November 29, 2022",Very helpful,Very helpful and looked into all of my questions.,NL,Rated 5 out of 5 stars
Isobel,"November 30, 2022",Ankit was very kind & helpful today,,GB,Rated 5 out of 5 stars
Jane Morl,"November 30, 2022",Very helpful thank you,,GB,Rated 5 out of 5 stars
Romy,"November 29, 2022",Great experience,They listened to what I had to say and really did there best to help me! Very pleased with asos customer service.,NL,Rated 5 out of 5 stars
KG,"November 30, 2022",Super helpful,"Both Shama yesterday, and Sahil today were extremely helpful, kind and patient.  They did everything they could to help and the returns issue was sorted out.",GB,Rated 5 out of 5 stars
Sarah-jane Holmes,"November 27, 2022",Wonderful shopping experience!,"1st time using this site, easy to order and pay, fab comms... sadly had to return item but returns process an absolute dream with excellent comms and customer service co tinting. Very impressed will defo use again. Highly recommended! Thank you.",GB,Rated 5 out of 5 stars
Kla,"November 29, 2022",Quick help and,,SE,Rated 5 out of 5 stars
Sam Richardson,"November 30, 2022",Very helpfull,Easy and helpful customer service,ES,Rated 5 out of 5 stars
Jordan Linton,"November 30, 2022",Really helpful,,GB,Rated 5 out of 5 stars
Dolof “Dolof”,"November 30, 2022",Shoe complaint,"Mr. Wilrose answered all my questions, he was kind and polite.",PL,Rated 5 out of 5 stars
Lauren,"November 30, 2022",Quick response,"Quick response, helpful and on way to getting issue resolved",GB,Rated 5 out of 5 stars
Larissa Morkous,"November 30, 2022",They answered my questions.,,AU,Rated 5 out of 5 stars
Keeley,"November 30, 2022",Excellent customer service agent,"Excellent customer service agent, really polite and helpful.",GB,Rated 5 out of 5 stars
Jacob,"November 30, 2022",She was the most helpful customer…,"She was the most helpful customer service assistant that I have ever come across, she did everything possible to help me",GB,Rated 5 out of 5 stars
Brittney Saxon,"November 29, 2022",Great customer service to help put with…,Great customer service to help put with my problem marryjoy was professional and Oliver. Thank u,US,Rated 4 out of 5 stars
Teri U,"November 29, 2022",Addressed and solved my issue promptly.,,CA,Rated 5 out of 5 stars
Malik Blaine,"November 28, 2022",Great customer service,Great customer service! I was able to solve my problem with one interaction with the help of Ms. Joan.,US,Rated 5 out of 5 stars
Lisa,"November 30, 2022",Great customer service,Very helpful customer service representative. Resolved my issue in minutes.,GB,Rated 5 out of 5 stars
Amy Dufall,"November 30, 2022",Quick to fix issues,"I ordered on 9th, estimated delivery 11th. I left it a while to see if it would come. It didn't turn up so I contacted them on 30th and my order was immediately replaced/refunded.",IT,Rated 5 out of 5 stars
Kasha Kopiowski,"November 29, 2022",Berlinda was extremely helpful and…,Berlinda was extremely helpful and sorted my issue straight away.Asos customer service is always great.,GB,Rated 5 out of 5 stars
Shannon Pope,"November 29, 2022",Earl was very helpful,,AU,Rated 5 out of 5 stars
Dev Heer,"November 29, 2022",Great Service shown,Great support on an ongoing issue. Resolved quickly and professionally,GB,Rated 5 out of 5 stars
Roger Michaud,"November 29, 2022",Service was excellent and prompt,Customer service agent was very understanding and resolved my issue promptly.  Excellent customer service.,CA,Rated 5 out of 5 stars
Kate,"November 29, 2022",Pearl was really helpful,"Spoke to Pearl on live chat, and they were really helpful with restock information!Wait was not long either in the que considering the busy sale period! Thanks so much.",GB,Rated 5 out of 5 stars
Erin Murphy,"November 29, 2022",Best customer service,,GB,Rated 5 out of 5 stars
Piper,"November 29, 2022",Great Customer Service,"Once I finally got someone to chat with, the customer service was great!",US,Rated 5 out of 5 stars
customer,"November 29, 2022",Assistant was very patient and…,"Assistant was very patient and informative, replying quickly to my responses.",GB,Rated 5 out of 5 stars
Bogumił Kania,"November 10, 2022",Great customer service.,,PL,Rated 5 out of 5 stars
Alliana,"November 29, 2022",Shoutout to Karla,"Shoutout to Karla, for having so much patience with me,and help me out. Really nice and kind. Keep on with the good service!!",NL,Rated 5 out of 5 stars
Alannah Russell,"November 29, 2022",outstanding customer service,,GB,Rated 5 out of 5 stars
Eden Drori,"November 29, 2022",Very helpful,Very helpful!  They answer very quickly and solve any problem,IL,Rated 5 out of 5 stars
Arbnora Beka,"November 29, 2022",fast and efficient response from support,,SE,Rated 5 out of 5 stars
Mrs Gaynor Flanagan,"November 29, 2022",Great customer service helping me with…,Great customer service helping me with a delivery  problem,GB,Rated 5 out of 5 stars
RoyGroenewoud,"November 29, 2022",Perfect customer service,,NL,Rated 5 out of 5 stars
Tach Mooney,"November 29, 2022",Sheena was friendly and extremely…,Sheena was friendly and extremely helpful. She resolved my issue quickly,GB,Rated 5 out of 5 stars
KL,"November 29, 2022",Excellent customer service provided by…Jefferson,Excellent customer service provided by Jefferson . Very pleased with how my non delivery was dealt with . Just waiting for  ASOS to contact the delivery company to see where my order is .Then update me by email and go from there . My experiences so far with ASOS customer services have always been a good one . I have dealt with them a few times now and have been satisfied with the outcomes .,GB,Rated 5 out of 5 stars
Mags,"November 29, 2022",Very helpful,"Very helpful, good experience.",GB,Rated 5 out of 5 stars
Chris,"November 29, 2022",Good customer service response from an actual person.,"After an issue with delivery (courier at fault), it was great to be able to go online and speak with an actual person who contacted the courier to get a resolution.",GB,Rated 4 out of 5 stars
Ievgenii Taran,"November 29, 2022",I am very pleased with the…,"I am very pleased with the communication with a competent employee who solved my problem. Before that, not a single Asos support employee could solve my problem. I hope the decision to return the cost of return shipping will also be compensated.",GE,Rated 5 out of 5 stars
Laura Dearman,"November 29, 2022",Fantastic service.Dealt with promptly…,Fantastic service.Dealt with promptly and issue resolved,GB,Rated 5 out of 5 stars
Eleana Hoxha,"November 29, 2022",Really helpful,Really helpful. Quick answers which is important for a client. And in the end we solved the problem in the best way.,SE,Rated 5 out of 5 stars
Krzysztof,"November 29, 2022",The assistant was very very nice and…,The assistant was very very nice and helpful.,PL,Rated 5 out of 5 stars
Emma Myers,"November 29, 2022",Very helpful,,GB,Rated 5 out of 5 stars
Shimla,"November 29, 2022",Adam was an excellent advisor- solved…,Adam was an excellent advisor- solved my concern asap and was lovely and professional as well- highly recommend Asos due to Adam- thank you,GB,Rated 5 out of 5 stars
Havva,"November 29, 2022",Understanding,The advisor understood my issue with Evri but suggested I wait till 10pm and then contact them again if my delivery fails to show. Evri never deliver my packages next day even though I’m paying for the service.,GB,Rated 4 out of 5 stars
Damian Piasecki,"November 29, 2022",Very helpful !!,Very fast help with wrong article in shipment,PL,Rated 5 out of 5 stars
Anna Barber,"November 29, 2022",The agent was extremely helpful,,US,Rated 5 out of 5 stars
Rose Erlichman,"November 29, 2022",Thank you!,The company and the person who helped me did everything in their power to resolve the problem. Also the way of communication comes across very sincere and asos is here to help. Special thanks to Hannah for helping me :).,NL,Rated 5 out of 5 stars
Daniel,"November 29, 2022",Quick answer,,IL,Rated 5 out of 5 stars
Sil Keizer,"November 29, 2022",Really great help,Really great help. Maicah was the best :),NL,Rated 5 out of 5 stars
Omid Jav,"November 29, 2022",Sheena was very understand and helpful…,Sheena was very understand and helpful and very efficient in get it all done in time.,GB,Rated 5 out of 5 stars
Curtis Jordan Fallowes,"November 29, 2022",Friendly helpful and chat didn’t time…,Friendly helpful and chat didn’t time out after 5 seconds like 99% of customer live chats,GB,Rated 5 out of 5 stars
pauline,"November 29, 2022",top!!,top!!! assistance au top,BE,Rated 5 out of 5 stars
Alexander Hillaire,"November 29, 2022",Lasership Poor Service,Lasership is a horrible courier service. Don't shop at any company that uses them.ASOS' customer service was good otherwise. no complaints there.,TT,Rated 4 out of 5 stars
Tobi Laniado,"November 29, 2022",Very nice and very good halp my so fast…,Very nice and very good halp my so fast and good,IL,Rated 5 out of 5 stars
Ana,"November 29, 2022",she’s a really kind person and helped…,she’s a really kind person and helped me alot,RO,Rated 5 out of 5 stars
Rhiannon Griffiths,"November 29, 2022",Really Helpful,"Really Helpful, Gracie was wonderful!",GB,Rated 5 out of 5 stars
Sarah,"November 29, 2022",The response to my query about a return …,The response to my query about a return - their customer service team have set in motion a refund that was required,GB,Rated 5 out of 5 stars
Mum of three,"November 29, 2022",The advisor on chat was kind & freindly…,The advisor on chat was kind & freindly and was informative,GB,Rated 5 out of 5 stars
Cassandra Mills,"November 29, 2022",Helpful and patient,"Helpful, patient worker was really understanding and talked me through everything as we went along. Very kind.",GB,Rated 5 out of 5 stars
Laura Markus,"November 29, 2022",very helpful member of the team and…,very helpful member of the team and issues resolved extremely quickly,GB,Rated 5 out of 5 stars
Tara,"November 29, 2022",Helpful,"Polite, helpful - action taken to resolve issue.",GB,Rated 5 out of 5 stars
Gil,"November 10, 2022",Order went smoothly,Order went smoothly. Arrived quickly. This is my FAV one,IL,Rated 5 out of 5 stars
Hayley,"November 29, 2022",Super quick at resolving my issue,,IE,Rated 5 out of 5 stars
Lizzie,"November 28, 2022",A lovely email from Charlene informing…,A lovely email from Charlene informing me that my delayed parcel was delivered. Thank you very much for your great customer service.,GB,Rated 5 out of 5 stars
Eliška,"November 29, 2022",The best customer service,The best customer service! Really i mean it. Great person help me in 20 mins with everything! Thank you sooo sooo sooo much again,CZ,Rated 5 out of 5 stars
Ellen D. Boateng,"November 29, 2022",Professionalism,I had a great experience..all my questions were answered in a professional manner..the reassuring of customer care and the patience was admirable,GH,Rated 5 out of 5 stars
Nafeesa Iqbal,"November 29, 2022",Sam the advisor was amazing,Sam the advisor was amazing . He dealt with my query promptly and answered all my questions. Thank you,GB,Rated 5 out of 5 stars
Nams,"November 29, 2022",Very helpful executive,Very helpful executive. He understood the problem and resolved it very quickly.,GB,Rated 5 out of 5 stars
Reem Alnaimi,"November 29, 2022",First replies,"First replies, and answered all my questions",QA,Rated 5 out of 5 stars
Peter Braimoh,"November 29, 2022",feedback,good experience with kenneth,GB,Rated 5 out of 5 stars
Tm,"November 29, 2022",Friendly good care,,GB,Rated 5 out of 5 stars
shada shama,"November 29, 2022",the representitive is really chill,,IL,Rated 5 out of 5 stars
Mariam,"November 29, 2022",Fast and helpful,She was fast at answearing and very helpful,SE,Rated 5 out of 5 stars
Jordan-Leigh Raven,"November 29, 2022",Lovely customer service,"I didn’t expect anyone to answer at 10 to 7 am so that in itself was great! Angela was very polite, very helpful",GB,Rated 5 out of 5 stars
Nate Toves,"November 28, 2022",I greatly appreciated accommodating my…,I greatly appreciated accommodating my order return request considering my circumstance,US,Rated 5 out of 5 stars
Avery Roney,"November 28, 2022",Easy communication,Super easy to get my missed item sorted out. Quick responses and supportive worker!,US,Rated 5 out of 5 stars
Zola Felix,"November 28, 2022",Romeo was very determined to help my…,Romeo was very determined to help my every need and answered all of my questions,CA,Rated 5 out of 5 stars
Diogo de Matos,"November 29, 2022",Rapid and efficient response,"Despite my query was overdue in line with your terms and conditions, I was helped very quickly.",GB,Rated 5 out of 5 stars
Mary Mullan,"November 29, 2022",ASOS. Great Company,"ASOS. As always, helpful, courteous and professional staff. Even at 2am. The lady on the live chat dealt with my query so efficiently, while being friendly at the same time. I love ASOS products and everything about their company. Well done ASOS.",GB,Rated 5 out of 5 stars
Em,"November 28, 2022",Very helpful and kind,,CA,Rated 5 out of 5 stars
lils,"November 29, 2022",paul albert is a g,"The person that helped me literally needs a raise, he was patient and helped me straight away it took like less than 5 minutes, paul albert you're a G frfr 🫶🏼",AU,Rated 5 out of 5 stars
Lesa Drummond,"November 28, 2022",BabyJeane was very helpful,BabyJeane was very helpful. She assured me that I would receive my shipment tomorrow.,US,Rated 5 out of 5 stars
Hannah,"November 28, 2022",Rhenzza was so quick and helpful,Rhenzza was so quick and helpful! I was nervous about my issue but it was resolved so quickly.,US,Rated 5 out of 5 stars
km,"November 28, 2022",Ezekiel made the customer care process easy,Ezekiel made the customer care process so easy. Last time I contacted customer care the person tried to help but took over 45 min and nothing came of it. Ezekiel was quick and to the point and made the process seamless.,US,Rated 5 out of 5 stars
Alex,"November 28, 2022",Very helpful!,,IL,Rated 5 out of 5 stars
Rebecca McLean,"November 25, 2022",Quick response,"Quick response, and effeciently took control of the situation.",GB,Rated 5 out of 5 stars
LLL LLL,"November 28, 2022",Asos customer care is helpful as always,Asos customer care is helpful as always:),SA,Rated 5 out of 5 stars
Miroslav Kačavenda,"November 28, 2022",great help yay,,HR,Rated 5 out of 5 stars
Cal,"November 28, 2022",Gilly helped me with a problem,"Gilly helped me with a problem, got straight to it and sorted it out within a matter of minutes,",GB,Rated 5 out of 5 stars
Jacob,"November 28, 2022",Sorted out my issue in seconds,"Sorted out my issue in seconds, professional and friendly manner too.",GB,Rated 5 out of 5 stars
Azi Rahman,"November 28, 2022",Aman been great!,Aman been great Even though I didn’t receive my items but she issued me a refund and gave me a 20% off discount code to apologise.,GB,Rated 5 out of 5 stars
Jj,"November 28, 2022",Good customer service just need a different delivery company.,Good customer service quick and easy to sort. Just wish they used a different delivery courier other than Evri as they always seem to be an issue. Not ASOS fault but need to give options for a different courier.,GB,Rated 4 out of 5 stars
Иван Небольсин,"November 28, 2022",The support agent did everything they…,"The support agent did everything they can but unfortunately didn't solve my problem. It's not their fault really, it's the website that confuses me and gives me information that is straight-up not true which is unfortunate. To be more specific - the website tells you that you can arrange a collection of your return using Aramex while in reality you can't do that. It might be an honest mistake but it really should be up to date so it doesn't confuse the clients and doesn't waste their time.",CY,Rated 4 out of 5 stars
Magda,"November 28, 2022",Super professional and helpful.,,GB,Rated 5 out of 5 stars
Bram Liebrand,"November 28, 2022",Very helpfull and nice,,NL,Rated 5 out of 5 stars
Paulina,"November 28, 2022",Really helpful!,,PL,Rated 5 out of 5 stars
George Nwoke,"November 28, 2022",Talking with Khaedijah was helpful,,GB,Rated 5 out of 5 stars
Charlie,"November 28, 2022",Fantastic,"Fantastic, quick and very helpful",GB,Rated 5 out of 5 stars
Aimee,"November 28, 2022",Very helpful and fast,,GB,Rated 5 out of 5 stars
La,"November 28, 2022",Going from a terrible customer experience to a great one,"I was first on a chat with Sakshi who unfortunately did not solve my problem - I was given text book answers, ignored for 30 minutes and not given a solution. I was then automatically passed on to Gilly who was really professional and helpful. They really turned what was a really bad customer experience so far around into a positive one. They understood my problem and the situation and resolved my problem really quickly. Thank you Gilly",GB,Rated 5 out of 5 stars
Libertie,"November 28, 2022",The customer service was a quick…,"The customer service was a quick response, addressed my issue and found a solution quickly",GB,Rated 5 out of 5 stars
Patricia,"November 28, 2022",Excellent service,Excellent service. Quick and think along to solve the problem,NL,Rated 5 out of 5 stars
Mahi Demisew,"November 28, 2022",Great customer service,Amazing customer service!,US,Rated 5 out of 5 stars
Laita,"November 28, 2022",Easy enough refund and finally got…,Easy enough refund and finally got confirmation that my item never shipped.,US,Rated 5 out of 5 stars
Savvas,"November 28, 2022",Excellent customer service,,GB,Rated 5 out of 5 stars
Lars van Wijk,"November 28, 2022",They are really kind and helped me very…,They are really kind and helped me very well!,NL,Rated 5 out of 5 stars
Mary Wafayee,"November 28, 2022",She was very attentive and helped with…,She was very attentive and helped with everything I needed,US,Rated 5 out of 5 stars
Birgitte Juul Nielsen,"November 28, 2022",Missing item,I got help in connection With a missing item in my order,DK,Rated 5 out of 5 stars
Marilena,"November 28, 2022",Very helpful,,CY,Rated 5 out of 5 stars
harriet,"November 28, 2022",Helpful and polite,The agent was very helpful and polite and resolved my query for me.,GB,Rated 5 out of 5 stars
Mr B,"November 28, 2022",Excellent customer service,"Very helpful, sorted out straight away, unlike Lamoda's appalling customer service. ASOS all the way in future.Rashi was fantastic and sorted our missing items immediately.",GB,Rated 5 out of 5 stars
Chrysanthi,"November 28, 2022",excellent response time and solution…,excellent response time and solution provided,GR,Rated 5 out of 5 stars
George,"November 28, 2022",The not automated customer help is great,"The automated robot thing at the beginning was absolutely useless, however as soon as i got through to a person they were able to help with exactly what i wanted, and very quickly too! Lovely person, great help",GB,Rated 5 out of 5 stars
Alexander Hillaire,"November 28, 2022",receiptive,receiptive. i only hope ASOS does something about LaserShip services. it seems to be poor,TT,Rated 4 out of 5 stars
Mp,"November 28, 2022",Reassured me that item would be…,Reassured me that item would be delivered,GB,Rated 5 out of 5 stars
Mihaela Dumitrache,"November 28, 2022",Efficient assistance,"All services are prompt and effective. Costumer service is great, you get immediate assistance and problems are solved.",RO,Rated 5 out of 5 stars
Victor Abrego,"November 28, 2022",fast and very good service,"fast and very good service that gives you very good solutions and very friendly, I am very satisfied with the service",GB,Rated 5 out of 5 stars
Celine van Duijn,"November 28, 2022",returning my package,Wayne John helped me with returning my package! Very thankfull,NL,Rated 5 out of 5 stars
Venica,"November 27, 2022",My parcel was stolen and Vaishali solved it instantly.,"I spoke with Vaishali today, and they solve my problem instantly that I had going on for over 2 weeks... So understanding, with lots of empathy",GB,Rated 5 out of 5 stars
Mani Man,"November 28, 2022",Good explanation,,US,Rated 5 out of 5 stars
Beatriz,"November 28, 2022",Quick solution,The assistant was kind and understanding. Gave me a quick solution and clear explanations.,PT,Rated 5 out of 5 stars
Hazel Hudson,"November 28, 2022",Missing delivery,Prompt simple solution to my problem.,GB,Rated 5 out of 5 stars
Holly-Ann Hughes,"November 28, 2022",Very kind and patient,I was a bit stressed about the delay in my delivery but the representative I spoke to was kind and patient and immediately provided me with an update.,GB,Rated 5 out of 5 stars
Phillip jessen,"November 28, 2022",Good service,"Good, and fast answering. Very polite. The only that was a bit irritating was the way that I got to the live chat, where I went trough a lot of questions. It would be much easier to just have a button to get to the live chat directly.",DK,Rated 4 out of 5 stars
María Cardoso,"November 28, 2022",It was excellent,"It was excellent, time response and solved all of my questions",MX,Rated 5 out of 5 stars
Alessandra Garcia,"November 28, 2022",New return label,Process was very smooth and painless. The agent understood what I needed and helped me get it done. This is my second interaction with Asos customer support via chat and both experiences were very smooth and pleasant.,PH,Rated 5 out of 5 stars
Jas,"November 27, 2022",Pricilla was great and very helpful,Pricilla was great and very helpful! Answered my questions and got my a resolution quickly.,US,Rated 5 out of 5 stars
Joyce,"November 27, 2022",Princess helped me and was very professional and helpful.,Princess helped me and was very efficient. I was advised to wait to hear from your support team. Her customer service was cordial and professional. Thank you.,US,Rated 5 out of 5 stars
Nkechi,"November 27, 2022",Exceptional!,"Straightforward, polite and very helpful",GB,Rated 5 out of 5 stars
Kund,"November 27, 2022",Quick help,Quick help! Thank you John.,SE,Rated 5 out of 5 stars
Zee,"November 25, 2022",Nice,Explained things better and tried to find another alternative to my issue.,US,Rated 5 out of 5 stars
Zara Kadir,"November 27, 2022",Helpful and quick happy 😊,,GB,Rated 5 out of 5 stars
Sima Yehuda,"November 27, 2022","I like very mI like very much shopping with Asos , I believe they have good  brands , however since it is a online shopping without trying it before purchasing","I like very much shopping with Asos , I believe they have good  brands , however since it is a online shopping without trying it before purchasing  ,obviously, a few things are not fitted well and you wish to return , but return to Asos warehouse , shipping cost is terribly expensive, I would like to believe that Asos team is working on that p[oint  , any collaboration with a local logistic company for free return from Israel. I do hope something would happened ..... all Europe is free return , why don't we ? I have a lot of unfitted items from different orders to return ...... am expecting soon to Asos decision .....",IL,Rated 4 out of 5 stars
owen matthews,"November 27, 2022",Quick and easy refund policy,Quick and useful response to my issue.,DO,Rated 5 out of 5 stars
Giovanni Dossantos,"November 27, 2022",Great service,"The person I spoke with was very friendly, understanding, and helpful.",GB,Rated 5 out of 5 stars
Elizabeth Chapman,"November 27, 2022",Online chat was easy no hassle and the…,Online chat was easy no hassle and the agents help immediately to assist you!  Marc today was great and did exactly what he said he would.,GB,Rated 5 out of 5 stars
Berber Wolters,"November 27, 2022",Friendly,Friendly. Understood my problem and helped me.,NL,Rated 5 out of 5 stars
Shasta Dowdell,"November 27, 2022",Felt like she cared and wanted to help,,US,Rated 4 out of 5 stars
Ellie Oneill,"November 27, 2022",Very helpful and quick response,,GB,Rated 5 out of 5 stars
Jay Boss,"November 27, 2022",My Issues were addressed in a swift…,My Issues were addressed in a swift manner.,US,Rated 5 out of 5 stars
GED D,"November 27, 2022",They know what they are doing and work…,They know what they are doing and work hard to resolve issues.,US,Rated 5 out of 5 stars
Lytkin Artem,"November 26, 2022",Stolen order…,Helped my quickly to sort out my stolen order. I was worried that I won't be able to replace or get refund it. The ASOS team is awesome. They value their customers.,NZ,Rated 5 out of 5 stars
Kayleigh,"November 27, 2022",Very kind!,Everything was clear and the person helping me was very kind!,NL,Rated 5 out of 5 stars
Michael,"November 27, 2022",Really polite and helpful,,GB,Rated 5 out of 5 stars
Mariam Jamil,"November 27, 2022",Mohd was very friendly.,,GB,Rated 5 out of 5 stars
Peter,"November 27, 2022",They did not solve the issue,"They did not solve the issue, still havent recieved confirmation, but a nice chat, so I hope it is solved later this week",DK,Rated 4 out of 5 stars
